,Total_suma,Număr_produse,procent_TVA,metoda_plata,Oră_emitere,Comerciant_id,eticheta,motiv_frauda
6040,153.77,5,9,transfer,23:02:56,C0095,non-fraudulent,
6041,67.44,10,19,card,20:40:17,C0103,non-fraudulent,
6042,411.69,10,9,card,07:47:33,C0036,non-fraudulent,
6043,130.03,3,19,tichete,17:18:05,C0095,non-fraudulent,
6044,264.94,7,19,transfer,14:18:59,C0026,non-fraudulent,
6045,210.28,5,9,transfer,17:57:56,C0179,non-fraudulent,
6046,56.73,11,9,card,10:59:57,C0038,non-fraudulent,
6047,199.8,5,9,card,16:39:06,C0032,non-fraudulent,
6048,121.36,4,19,card,02:26:04,C0191,fraudulent,emitere_noaptea
6049,272.21,7,9,tichete,15:49:15,C0134,non-fraudulent,
6050,121.42,7,9,numerar,07:49:04,C0073,non-fraudulent,
6051,187.61,5,9,numerar,03:29:52,C0045,fraudulent,emitere_noaptea
6052,324.32,9,9,numerar,03:38:08,C0149,fraudulent,emitere_noaptea;numerar_prea_mare
6053,31.35,5,9,card,05:04:54,C0095,non-fraudulent,
6054,187.54,4,9,tichete,14:24:20,C0133,non-fraudulent,
6055,151.27,4,19,card,00:43:12,C0063,fraudulent,emitere_noaptea
6056,159.7,4,9,card,01:38:50,C0067,fraudulent,emitere_noaptea
6057,276.75,6,19,transfer,12:36:40,C0047,non-fraudulent,
6058,179.72,7,19,tichete,07:05:31,C0048,non-fraudulent,
6059,299.94,7,9,tichete,12:22:56,C0034,non-fraudulent,
6060,177.25,4,9,card,03:48:51,C0042,fraudulent,emitere_noaptea
6061,263.97,7,9,transfer,17:09:43,C0155,non-fraudulent,
6062,299.44,9,9,transfer,20:35:49,C0132,fraudulent,comerciant_risc
6063,73.95,7,19,numerar,06:25:19,C0038,non-fraudulent,
6064,207.85,5,9,tichete,00:58:44,C0116,fraudulent,emitere_noaptea
6065,457.7,10,9,numerar,16:22:59,C0089,fraudulent,numerar_prea_mare
6066,122.68,3,19,card,00:59:10,C0073,fraudulent,emitere_noaptea
6067,200.8,6,9,numerar,20:15:06,C0045,non-fraudulent,
6068,177.1,5,9,numerar,17:23:33,C0005,non-fraudulent,
6069,106.58,5,9,numerar,19:12:37,C0077,non-fraudulent,
6070,41.97,8,9,tichete,12:52:52,C0184,fraudulent,comerciant_risc
6071,171.1,6,19,transfer,02:01:53,C0003,fraudulent,emitere_noaptea
6072,85.45,6,9,tichete,13:14:42,C0150,non-fraudulent,
6073,248.04,5,19,transfer,04:05:57,C0131,fraudulent,emitere_noaptea
6074,35.5,5,19,transfer,00:41:04,C0014,fraudulent,emitere_noaptea
6075,390.01,11,9,card,10:14:33,C0152,non-fraudulent,
6076,228.13,6,9,card,07:19:25,C0164,non-fraudulent,
6077,152.0,5,9,transfer,09:46:34,C0061,non-fraudulent,
6078,243.77,8,9,tichete,02:22:52,C0065,fraudulent,emitere_noaptea
6079,53.84,6,19,tichete,19:57:34,C0112,non-fraudulent,
6080,161.54,13,9,transfer,04:28:05,C0005,fraudulent,emitere_noaptea
6081,120.28,4,9,card,18:30:14,C0078,non-fraudulent,
6082,125.66,7,19,transfer,00:46:34,C0178,fraudulent,emitere_noaptea
6083,112.31,4,9,tichete,03:59:14,C0093,fraudulent,emitere_noaptea
6084,113.28,3,19,transfer,03:01:36,C0161,fraudulent,emitere_noaptea
6085,229.49,5,9,tichete,11:09:25,C0036,non-fraudulent,
6086,99.84,4,19,transfer,11:23:12,C0154,fraudulent,comerciant_risc
6087,133.85,6,19,tichete,06:34:56,C0196,non-fraudulent,
6088,121.36,6,9,tichete,22:15:17,C0049,non-fraudulent,
6089,249.5,6,9,transfer,16:53:27,C0095,non-fraudulent,
6090,423.32,10,19,transfer,23:54:39,C0148,non-fraudulent,
6091,198.55,6,19,numerar,01:02:55,C0096,fraudulent,emitere_noaptea
6092,142.87,6,9,numerar,15:08:07,C0145,non-fraudulent,
6093,83.01,7,9,card,05:28:43,C0130,non-fraudulent,
6094,352.77,10,19,tichete,16:20:52,C0122,non-fraudulent,
6095,289.4,6,19,card,10:41:42,C0059,non-fraudulent,
6096,194.41,6,9,numerar,15:30:33,C0120,non-fraudulent,
6097,111.92,8,9,numerar,01:18:03,C0034,fraudulent,emitere_noaptea
6098,327.33,7,9,numerar,06:56:13,C0161,fraudulent,numerar_prea_mare
6099,37.57,4,19,card,00:21:24,C0090,fraudulent,emitere_noaptea
6100,214.56,6,19,numerar,09:34:46,C0057,non-fraudulent,
6101,179.79,5,19,card,07:06:13,C0018,non-fraudulent,
6102,159.23,12,9,tichete,19:15:02,C0025,non-fraudulent,
6103,145.78,3,9,tichete,14:52:36,C0013,non-fraudulent,
6104,372.92,10,9,card,16:54:49,C0058,non-fraudulent,
6105,26.52,3,9,numerar,04:37:47,C0070,fraudulent,emitere_noaptea
6106,83.97,6,19,transfer,23:21:47,C0050,non-fraudulent,
6107,181.75,5,19,transfer,16:40:03,C0071,non-fraudulent,
6108,142.55,8,19,transfer,03:24:22,C0163,fraudulent,emitere_noaptea
6109,250.87,9,9,tichete,00:21:27,C0070,fraudulent,emitere_noaptea
6110,209.08,8,9,numerar,21:36:51,C0147,non-fraudulent,
6111,26.09,2,9,transfer,08:07:17,C0009,non-fraudulent,
6112,151.21,9,19,tichete,11:18:23,C0006,fraudulent,comerciant_risc
6113,194.07,7,19,tichete,04:46:25,C0037,fraudulent,emitere_noaptea
6114,137.34,4,9,transfer,16:13:22,C0028,non-fraudulent,
6115,56.07,5,9,tichete,03:39:30,C0094,fraudulent,emitere_noaptea
6116,241.49,6,19,tichete,13:13:35,C0158,non-fraudulent,
6117,259.04,8,19,tichete,21:39:43,C0196,non-fraudulent,
6118,376.51,9,19,tichete,10:50:38,C0056,non-fraudulent,
6119,272.92,9,9,tichete,13:01:27,C0083,non-fraudulent,
6120,67.75,4,9,card,05:55:24,C0026,non-fraudulent,
6121,268.84,10,19,card,00:33:04,C0101,fraudulent,emitere_noaptea
6122,171.93,8,9,numerar,16:41:02,C0117,non-fraudulent,
6123,30.81,3,19,tichete,10:35:27,C0033,non-fraudulent,
6124,47.28,8,9,transfer,22:52:08,C0116,non-fraudulent,
6125,83.1,4,9,numerar,13:02:45,C0172,non-fraudulent,
6126,339.86,8,19,card,00:24:26,C0122,fraudulent,emitere_noaptea
6127,112.25,8,9,transfer,00:50:50,C0084,fraudulent,emitere_noaptea
6128,84.55,7,9,numerar,02:02:19,C0078,fraudulent,emitere_noaptea
6129,277.26,6,9,numerar,03:42:04,C0110,fraudulent,emitere_noaptea
6130,234.83,6,19,numerar,14:40:11,C0195,non-fraudulent,
6131,271.49,7,19,transfer,07:48:46,C0112,non-fraudulent,
6132,116.08,4,19,transfer,18:35:04,C0102,non-fraudulent,
6133,54.91,9,19,transfer,22:54:31,C0081,non-fraudulent,
6134,217.9,5,19,card,00:48:22,C0140,fraudulent,emitere_noaptea
6135,588.82,14,9,card,14:18:37,C0155,non-fraudulent,
6136,55.7,6,9,numerar,05:43:35,C0039,non-fraudulent,
6137,45.63,7,19,tichete,18:23:16,C0186,non-fraudulent,
6138,313.37,7,19,numerar,13:32:25,C0140,fraudulent,numerar_prea_mare
6139,77.3,2,9,card,22:41:47,C0184,fraudulent,comerciant_risc
6140,148.59,6,9,card,06:47:55,C0064,non-fraudulent,
6141,29.85,3,9,tichete,17:58:12,C0156,non-fraudulent,
6142,231.58,7,9,transfer,20:56:16,C0183,non-fraudulent,
6143,67.46,6,9,tichete,12:40:15,C0158,non-fraudulent,
6144,192.85,6,9,tichete,05:56:46,C0159,fraudulent,comerciant_risc
6145,89.28,5,9,card,01:20:39,C0184,fraudulent,emitere_noaptea;comerciant_risc
6146,72.74,5,19,tichete,09:03:25,C0111,non-fraudulent,
6147,37.21,4,9,card,10:58:57,C0022,non-fraudulent,
6148,189.86,4,19,card,04:58:27,C0190,fraudulent,emitere_noaptea
6149,75.52,2,9,numerar,15:37:12,C0024,non-fraudulent,
6150,159.96,6,9,tichete,11:45:08,C0078,non-fraudulent,
6151,166.14,6,9,tichete,23:04:23,C0143,non-fraudulent,
6152,291.15,6,19,transfer,13:27:47,C0066,non-fraudulent,
6153,185.88,6,9,card,19:15:29,C0183,non-fraudulent,
6154,141.55,4,9,transfer,14:18:25,C0034,non-fraudulent,
6155,80.57,2,9,transfer,09:07:28,C0052,non-fraudulent,
6156,65.63,7,9,tichete,16:59:15,C0193,non-fraudulent,
6157,276.02,6,9,transfer,15:32:32,C0086,non-fraudulent,
6158,68.89,12,9,numerar,07:15:59,C0138,non-fraudulent,
6159,271.67,9,19,numerar,07:02:25,C0197,non-fraudulent,
6160,137.0,5,9,card,05:12:44,C0164,non-fraudulent,
6161,90.9,4,19,card,21:02:12,C0104,non-fraudulent,
6162,71.91,4,9,card,13:52:59,C0044,non-fraudulent,
6163,42.24,6,9,transfer,12:18:20,C0025,non-fraudulent,
6164,39.66,4,9,transfer,04:45:17,C0064,fraudulent,emitere_noaptea
6165,28.45,2,9,numerar,07:45:25,C0138,non-fraudulent,
6166,213.42,7,19,tichete,13:45:44,C0090,non-fraudulent,
6167,113.71,3,19,numerar,10:33:34,C0097,non-fraudulent,
6168,61.69,7,19,numerar,08:39:13,C0151,non-fraudulent,
6169,315.39,9,19,numerar,14:08:32,C0089,fraudulent,numerar_prea_mare
6170,190.67,7,9,transfer,08:23:31,C0129,non-fraudulent,
6171,102.72,3,19,numerar,21:18:20,C0045,non-fraudulent,
6172,83.8,3,19,tichete,07:31:38,C0073,non-fraudulent,
6173,76.45,7,9,numerar,20:19:38,C0074,non-fraudulent,
6174,256.5,7,19,transfer,22:34:38,C0178,non-fraudulent,
6175,73.0,8,19,tichete,03:00:27,C0042,fraudulent,emitere_noaptea
6176,101.6,3,9,numerar,09:53:33,C0192,non-fraudulent,
6177,37.75,3,19,numerar,01:59:21,C0159,fraudulent,emitere_noaptea;comerciant_risc
6178,219.08,9,9,transfer,01:07:27,C0008,fraudulent,emitere_noaptea
6179,246.16,6,19,transfer,00:41:20,C0061,fraudulent,emitere_noaptea
6180,304.43,7,9,tichete,21:43:43,C0019,non-fraudulent,
6181,54.83,3,19,tichete,01:53:16,C0069,fraudulent,emitere_noaptea
6182,311.53,9,19,transfer,14:06:35,C0013,non-fraudulent,
6183,43.35,3,19,numerar,01:40:02,C0054,fraudulent,emitere_noaptea
6184,210.92,7,9,tichete,14:27:17,C0023,non-fraudulent,
6185,79.52,4,19,tichete,00:48:46,C0168,fraudulent,emitere_noaptea
6186,140.05,4,19,tichete,18:02:37,C0033,non-fraudulent,
6187,218.33,5,9,numerar,01:49:03,C0064,fraudulent,emitere_noaptea
6188,197.66,4,19,numerar,00:37:49,C0189,fraudulent,emitere_noaptea
6189,195.17,4,19,card,08:24:08,C0037,non-fraudulent,
6190,72.78,5,19,tichete,01:00:07,C0181,fraudulent,emitere_noaptea
6191,90.01,5,19,transfer,15:04:02,C0153,non-fraudulent,
6192,146.14,7,9,card,10:20:41,C0057,non-fraudulent,
6193,61.82,5,9,card,22:44:46,C0050,non-fraudulent,
6194,65.42,12,19,card,14:17:20,C0127,non-fraudulent,
6195,28.0,5,9,card,18:39:49,C0117,non-fraudulent,
6196,276.35,8,19,transfer,05:54:36,C0089,non-fraudulent,
6197,128.83,8,19,numerar,22:40:20,C0077,non-fraudulent,
6198,229.87,7,19,tichete,21:10:32,C0116,non-fraudulent,
6199,344.75,7,19,card,09:33:10,C0006,fraudulent,comerciant_risc
6200,62.35,5,9,tichete,10:28:02,C0144,non-fraudulent,
6201,180.56,7,9,tichete,04:49:56,C0151,fraudulent,emitere_noaptea
6202,131.65,4,9,card,06:43:17,C0071,non-fraudulent,
6203,150.47,5,19,numerar,11:43:38,C0182,non-fraudulent,
6204,68.33,7,9,card,18:32:32,C0183,non-fraudulent,
6205,202.53,5,9,card,17:27:35,C0123,non-fraudulent,
6206,60.68,4,19,card,03:22:51,C0026,fraudulent,emitere_noaptea
6207,48.48,5,19,transfer,00:41:25,C0118,fraudulent,emitere_noaptea
6208,189.62,4,19,numerar,05:19:43,C0142,non-fraudulent,
6209,385.58,8,19,card,21:07:53,C0078,non-fraudulent,
6210,184.32,8,9,tichete,22:59:48,C0108,non-fraudulent,
6211,196.46,5,19,numerar,04:20:12,C0096,fraudulent,emitere_noaptea
6212,129.28,5,9,numerar,00:10:35,C0018,fraudulent,emitere_noaptea
6213,288.68,7,19,tichete,00:49:22,C0057,fraudulent,emitere_noaptea
6214,281.77,8,19,card,00:46:11,C0175,fraudulent,emitere_noaptea
6215,94.6,4,9,tichete,22:18:36,C0076,non-fraudulent,
6216,99.86,5,9,card,16:18:52,C0080,non-fraudulent,
6217,61.43,4,9,card,21:45:27,C0191,non-fraudulent,
6218,240.5,5,19,tichete,09:35:56,C0115,non-fraudulent,
6219,188.69,6,9,card,02:19:33,C0165,fraudulent,emitere_noaptea
6220,270.41,7,9,card,10:38:14,C0197,non-fraudulent,
6221,73.28,6,9,transfer,19:52:40,C0152,non-fraudulent,
6222,235.94,13,9,transfer,04:40:24,C0016,fraudulent,emitere_noaptea;comerciant_risc
6223,60.65,4,9,tichete,09:43:55,C0195,non-fraudulent,
6224,234.59,8,9,numerar,00:35:14,C0120,fraudulent,emitere_noaptea
6225,167.77,8,9,card,23:15:48,C0138,non-fraudulent,
6226,144.42,6,19,tichete,16:34:49,C0102,non-fraudulent,
6227,120.43,5,9,transfer,21:25:39,C0101,non-fraudulent,
6228,222.89,8,19,card,00:12:04,C0178,fraudulent,emitere_noaptea
6229,249.08,8,9,tichete,19:44:39,C0114,non-fraudulent,
6230,99.5,5,19,transfer,18:23:42,C0100,non-fraudulent,
6231,276.03,6,9,numerar,01:54:22,C0030,fraudulent,emitere_noaptea
6232,176.75,6,19,transfer,14:32:11,C0015,non-fraudulent,
6233,106.55,3,9,tichete,21:38:34,C0130,non-fraudulent,
6234,332.62,7,19,transfer,23:34:44,C0192,non-fraudulent,
6235,57.49,7,19,numerar,14:13:38,C0095,non-fraudulent,
6236,233.84,6,19,card,09:54:49,C0001,non-fraudulent,
6237,13.46,1,19,tichete,07:45:57,C0034,non-fraudulent,
6238,166.2,4,19,tichete,20:50:43,C0195,non-fraudulent,
6239,69.83,7,9,transfer,08:36:32,C0052,non-fraudulent,
6240,115.54,6,19,card,05:02:20,C0009,non-fraudulent,
6241,34.9,5,9,transfer,01:26:56,C0095,fraudulent,emitere_noaptea
6242,171.79,4,19,transfer,17:54:08,C0128,non-fraudulent,
6243,264.83,10,9,tichete,12:04:03,C0117,non-fraudulent,
6244,348.1,7,19,transfer,09:29:48,C0094,non-fraudulent,
6245,252.41,6,19,numerar,22:38:06,C0095,non-fraudulent,
6246,271.89,6,9,transfer,11:05:23,C0138,non-fraudulent,
6247,74.89,5,19,numerar,15:11:47,C0198,non-fraudulent,
6248,136.51,8,19,tichete,23:39:18,C0010,fraudulent,comerciant_risc
6249,60.67,6,9,transfer,23:51:27,C0193,non-fraudulent,
6250,260.64,7,19,card,14:35:19,C0090,non-fraudulent,
6251,240.64,5,9,card,18:53:27,C0172,non-fraudulent,
6252,50.07,6,9,transfer,22:31:15,C0194,non-fraudulent,
6253,271.81,6,19,numerar,17:44:53,C0040,non-fraudulent,
6254,223.73,5,9,tichete,07:59:26,C0003,non-fraudulent,
6255,326.9,7,19,numerar,07:24:17,C0103,fraudulent,numerar_prea_mare
6256,62.67,6,19,numerar,03:24:37,C0156,fraudulent,emitere_noaptea
6257,94.17,5,19,card,13:12:15,C0144,non-fraudulent,
6258,443.01,9,9,card,20:38:05,C0112,non-fraudulent,
6259,289.58,6,9,tichete,21:22:39,C0111,non-fraudulent,
6260,209.54,6,19,transfer,01:31:37,C0107,fraudulent,emitere_noaptea;comerciant_risc
6261,251.14,8,9,card,16:42:07,C0191,non-fraudulent,
6262,146.46,7,19,tichete,05:38:39,C0010,fraudulent,comerciant_risc
6263,169.09,4,9,card,19:31:22,C0123,non-fraudulent,
6264,72.41,7,19,transfer,09:21:49,C0093,non-fraudulent,
6265,175.61,7,9,tichete,00:55:00,C0100,fraudulent,emitere_noaptea
6266,273.9,7,9,tichete,16:09:48,C0150,non-fraudulent,
6267,130.51,4,9,transfer,17:34:25,C0151,non-fraudulent,
6268,12.45,2,9,card,15:36:00,C0191,non-fraudulent,
6269,46.43,7,9,tichete,18:57:16,C0098,non-fraudulent,
6270,243.23,5,9,tichete,14:40:13,C0108,non-fraudulent,
6271,226.15,5,9,card,12:06:27,C0118,non-fraudulent,
6272,161.35,5,19,numerar,08:04:10,C0113,non-fraudulent,
6273,177.37,7,9,transfer,10:53:28,C0143,non-fraudulent,
6274,368.12,8,9,card,22:45:50,C0159,fraudulent,comerciant_risc
6275,130.64,4,9,transfer,11:26:26,C0191,non-fraudulent,
6276,40.44,5,9,card,06:04:20,C0044,non-fraudulent,
6277,192.14,4,19,tichete,08:45:00,C0181,non-fraudulent,
6278,60.02,4,9,tichete,01:55:17,C0068,fraudulent,emitere_noaptea
6279,284.22,6,9,card,20:59:04,C0053,non-fraudulent,
6280,24.7,4,19,card,16:24:18,C0093,non-fraudulent,
6281,64.43,5,9,numerar,21:37:34,C0081,non-fraudulent,
6282,256.98,6,19,card,17:37:20,C0014,non-fraudulent,
6283,87.31,5,9,tichete,22:13:40,C0035,non-fraudulent,
6284,96.15,10,19,numerar,09:08:30,C0195,non-fraudulent,
6285,286.66,7,19,tichete,03:38:12,C0098,fraudulent,emitere_noaptea
6286,79.41,3,19,card,09:49:18,C0188,non-fraudulent,
6287,264.85,6,19,numerar,16:54:53,C0066,non-fraudulent,
6288,185.25,5,9,numerar,19:06:08,C0175,non-fraudulent,
6289,361.0,8,19,transfer,12:56:47,C0059,non-fraudulent,
6290,56.32,3,19,card,02:09:50,C0134,fraudulent,emitere_noaptea
6291,226.27,6,19,numerar,09:15:43,C0145,non-fraudulent,
6292,112.86,3,9,numerar,00:01:31,C0078,fraudulent,emitere_noaptea
6293,198.24,4,19,card,03:36:42,C0045,fraudulent,emitere_noaptea
6294,63.22,5,9,card,22:08:20,C0117,non-fraudulent,
6295,282.34,9,9,card,07:25:55,C0190,non-fraudulent,
6296,269.82,9,9,numerar,04:09:58,C0091,fraudulent,emitere_noaptea
6297,54.38,5,19,tichete,22:23:11,C0039,non-fraudulent,
6298,125.2,9,9,transfer,10:30:11,C0188,non-fraudulent,
6299,34.04,4,9,card,15:58:16,C0160,non-fraudulent,
6300,43.98,5,19,card,14:09:04,C0083,non-fraudulent,
6301,253.8,6,9,tichete,10:29:06,C0115,non-fraudulent,
6302,163.45,8,9,transfer,00:00:35,C0017,fraudulent,emitere_noaptea
6303,120.1,6,9,card,03:09:39,C0158,fraudulent,emitere_noaptea
6304,132.69,5,9,card,20:22:26,C0070,non-fraudulent,
6305,243.72,8,19,numerar,09:33:36,C0029,non-fraudulent,
6306,233.07,8,9,card,17:02:10,C0002,non-fraudulent,
6307,55.73,6,19,card,19:29:20,C0120,non-fraudulent,
6308,209.05,5,19,transfer,06:02:53,C0113,non-fraudulent,
6309,111.78,6,19,numerar,02:56:36,C0036,fraudulent,emitere_noaptea
6310,56.96,7,19,tichete,16:48:04,C0113,non-fraudulent,
6311,220.4,6,19,numerar,00:09:10,C0183,fraudulent,emitere_noaptea
6312,141.17,4,9,card,19:40:58,C0043,non-fraudulent,
6313,85.91,2,19,tichete,13:12:43,C0037,non-fraudulent,
6314,206.3,9,19,card,08:23:40,C0143,non-fraudulent,
6315,248.62,7,9,numerar,10:27:27,C0171,non-fraudulent,
6316,75.8,4,9,numerar,16:45:12,C0016,fraudulent,comerciant_risc
6317,32.12,4,9,transfer,02:33:03,C0039,fraudulent,emitere_noaptea
6318,32.17,4,19,transfer,08:49:20,C0134,non-fraudulent,
6319,24.5,2,9,numerar,01:30:29,C0199,fraudulent,emitere_noaptea;comerciant_risc
6320,244.87,5,9,transfer,02:55:52,C0087,fraudulent,emitere_noaptea
6321,336.87,7,19,transfer,07:07:27,C0072,non-fraudulent,
6322,168.87,7,9,card,03:51:09,C0065,fraudulent,emitere_noaptea
6323,140.93,5,19,numerar,01:31:23,C0016,fraudulent,emitere_noaptea;comerciant_risc
6324,91.14,6,9,tichete,23:24:39,C0041,non-fraudulent,
6325,95.67,5,9,numerar,17:51:37,C0096,non-fraudulent,
6326,139.78,9,19,transfer,07:25:51,C0017,non-fraudulent,
6327,94.16,6,9,card,21:44:38,C0178,non-fraudulent,
6328,144.84,6,19,transfer,12:15:09,C0013,non-fraudulent,
6329,241.76,5,9,tichete,12:23:00,C0082,non-fraudulent,
6330,170.49,4,9,numerar,12:00:03,C0014,non-fraudulent,
6331,115.4,3,19,tichete,22:52:40,C0033,non-fraudulent,
6332,248.84,11,9,transfer,22:49:57,C0189,non-fraudulent,
6333,29.56,4,19,transfer,11:47:20,C0015,non-fraudulent,
6334,23.08,4,19,tichete,10:23:35,C0161,non-fraudulent,
6335,63.81,5,9,numerar,00:37:23,C0105,fraudulent,emitere_noaptea
6336,248.42,6,9,transfer,14:24:29,C0030,non-fraudulent,
6337,73.75,3,19,card,21:28:03,C0104,non-fraudulent,
6338,30.98,3,9,tichete,21:24:15,C0037,non-fraudulent,
6339,163.4,4,9,numerar,19:43:32,C0134,non-fraudulent,
6340,211.92,7,9,card,08:18:54,C0192,non-fraudulent,
6341,163.26,6,19,tichete,20:38:59,C0123,non-fraudulent,
6342,70.23,5,9,numerar,19:42:14,C0168,non-fraudulent,
6343,68.78,6,19,numerar,19:35:59,C0160,non-fraudulent,
6344,17.62,3,19,transfer,13:19:59,C0034,non-fraudulent,
6345,317.07,8,9,numerar,22:50:06,C0102,fraudulent,numerar_prea_mare
6346,268.48,6,9,numerar,18:08:18,C0035,non-fraudulent,
6347,405.62,10,19,transfer,18:22:57,C0165,non-fraudulent,
6348,166.01,6,19,transfer,18:06:40,C0196,non-fraudulent,
6349,124.92,5,19,tichete,23:26:11,C0182,non-fraudulent,
6350,155.42,6,19,transfer,12:27:05,C0049,non-fraudulent,
6351,49.16,2,19,numerar,07:31:46,C0086,non-fraudulent,
6352,271.0,9,9,numerar,04:53:40,C0177,fraudulent,emitere_noaptea
6353,187.38,5,19,transfer,18:06:21,C0168,non-fraudulent,
6354,122.24,3,9,card,10:04:27,C0026,non-fraudulent,
6355,146.17,6,9,transfer,21:20:59,C0158,non-fraudulent,
6356,181.31,10,9,transfer,13:57:06,C0108,non-fraudulent,
6357,235.26,8,9,transfer,22:32:42,C0108,non-fraudulent,
6358,35.84,6,19,tichete,16:56:42,C0090,non-fraudulent,
6359,21.8,3,9,tichete,21:37:55,C0175,non-fraudulent,
6360,365.67,10,9,numerar,18:51:42,C0177,fraudulent,numerar_prea_mare
6361,261.57,6,19,tichete,20:18:29,C0184,fraudulent,comerciant_risc
6362,105.82,4,9,numerar,20:10:16,C0098,non-fraudulent,
6363,61.65,4,19,tichete,02:05:58,C0082,fraudulent,emitere_noaptea
6364,38.18,7,9,tichete,14:42:35,C0019,non-fraudulent,
6365,118.21,4,9,card,08:59:30,C0062,non-fraudulent,
6366,179.29,7,9,transfer,05:53:44,C0077,non-fraudulent,
6367,156.14,5,19,card,06:37:04,C0124,non-fraudulent,
6368,132.84,5,9,tichete,19:55:28,C0186,non-fraudulent,
6369,284.12,6,9,numerar,04:56:47,C0104,fraudulent,emitere_noaptea
6370,258.16,6,19,card,17:52:59,C0001,non-fraudulent,
6371,136.12,6,9,card,19:13:40,C0118,non-fraudulent,
6372,327.89,8,19,transfer,12:52:24,C0192,non-fraudulent,
6373,327.68,7,9,numerar,23:22:05,C0150,fraudulent,numerar_prea_mare
6374,694.97,14,19,transfer,05:29:43,C0184,fraudulent,comerciant_risc
6375,369.62,10,9,card,20:31:33,C0114,non-fraudulent,
6376,370.61,9,9,numerar,23:52:25,C0152,fraudulent,numerar_prea_mare
6377,199.04,5,9,transfer,09:54:15,C0078,non-fraudulent,
6378,60.55,11,9,card,22:17:56,C0158,non-fraudulent,
6379,192.86,6,9,numerar,19:30:26,C0045,non-fraudulent,
6380,28.56,3,9,transfer,20:29:37,C0091,non-fraudulent,
6381,97.33,10,19,numerar,18:04:06,C0188,non-fraudulent,
6382,84.41,7,19,numerar,08:28:54,C0078,non-fraudulent,
6383,50.01,4,19,tichete,23:35:23,C0094,non-fraudulent,
6384,50.61,9,9,tichete,12:23:41,C0122,non-fraudulent,
6385,189.4,8,9,tichete,11:26:40,C0198,non-fraudulent,
6386,198.92,5,9,card,20:45:16,C0177,non-fraudulent,
6387,222.59,6,19,tichete,07:04:44,C0099,non-fraudulent,
6388,213.99,8,19,transfer,19:21:18,C0120,non-fraudulent,
6389,273.14,9,9,numerar,14:43:30,C0143,non-fraudulent,
6390,121.42,7,9,card,19:44:43,C0099,non-fraudulent,
6391,75.24,2,9,transfer,16:39:59,C0068,non-fraudulent,
6392,115.02,5,9,card,22:44:39,C0098,non-fraudulent,
6393,184.94,4,9,tichete,01:11:53,C0012,fraudulent,emitere_noaptea
6394,144.59,5,19,numerar,00:57:35,C0172,fraudulent,emitere_noaptea
6395,370.93,9,9,numerar,04:07:15,C0044,fraudulent,emitere_noaptea;numerar_prea_mare
6396,185.95,4,19,numerar,05:00:37,C0148,non-fraudulent,
6397,96.62,7,9,transfer,14:22:29,C0125,non-fraudulent,
6398,125.38,3,19,card,13:42:19,C0107,fraudulent,comerciant_risc
6399,104.88,3,19,numerar,06:35:30,C0093,non-fraudulent,
6400,105.57,4,9,numerar,22:37:46,C0040,non-fraudulent,
6401,239.03,5,9,card,05:02:50,C0048,non-fraudulent,
6402,182.54,8,19,numerar,10:15:51,C0162,non-fraudulent,
6403,81.5,6,9,numerar,22:36:37,C0069,non-fraudulent,
6404,36.7,7,19,transfer,12:39:15,C0082,non-fraudulent,
6405,212.33,6,9,card,07:15:29,C0171,non-fraudulent,
6406,167.31,5,9,numerar,12:26:59,C0170,non-fraudulent,
6407,298.29,8,19,tichete,01:09:16,C0031,fraudulent,emitere_noaptea
6408,52.3,5,9,numerar,12:52:01,C0058,non-fraudulent,
6409,143.27,10,9,tichete,06:23:49,C0185,non-fraudulent,
6410,196.57,8,9,tichete,23:43:03,C0122,non-fraudulent,
6411,88.83,4,9,tichete,04:29:30,C0058,fraudulent,emitere_noaptea
6412,164.04,7,19,numerar,04:06:12,C0174,fraudulent,emitere_noaptea
6413,173.96,6,19,transfer,16:10:03,C0158,non-fraudulent,
6414,354.66,8,9,numerar,15:06:35,C0080,fraudulent,numerar_prea_mare
6415,150.58,5,19,transfer,04:43:38,C0017,fraudulent,emitere_noaptea
6416,235.47,6,9,card,22:55:26,C0087,non-fraudulent,
6417,180.06,5,19,card,10:16:51,C0077,non-fraudulent,
6418,212.72,5,19,tichete,08:44:11,C0011,non-fraudulent,
6419,97.67,7,9,transfer,20:07:17,C0043,non-fraudulent,
6420,86.24,7,9,transfer,17:45:02,C0162,non-fraudulent,
6421,161.46,7,19,transfer,11:03:28,C0006,fraudulent,comerciant_risc
6422,152.67,6,9,transfer,19:17:21,C0173,non-fraudulent,
6423,86.47,5,9,numerar,12:57:14,C0004,non-fraudulent,
6424,44.81,4,19,tichete,20:49:50,C0029,non-fraudulent,
6425,40.86,4,9,tichete,08:54:41,C0051,non-fraudulent,
6426,144.87,5,19,transfer,04:01:54,C0012,fraudulent,emitere_noaptea
6427,144.64,4,19,transfer,02:49:53,C0164,fraudulent,emitere_noaptea
6428,258.0,6,19,numerar,12:27:34,C0066,non-fraudulent,
6429,186.67,4,19,tichete,16:05:00,C0044,non-fraudulent,
6430,41.62,4,9,card,22:35:31,C0049,non-fraudulent,
6431,61.16,6,19,card,22:57:19,C0023,non-fraudulent,
6432,233.15,9,9,numerar,20:40:46,C0158,non-fraudulent,
6433,69.97,2,19,numerar,15:07:18,C0073,non-fraudulent,
