Total_suma,Număr_produse,procent_TVA,metoda_plata,Oră_emitere,Comerciant_id,eticheta,motiv_frauda
184.32,6,9,numerar,01:37:45,C0025,fraudulent,emitere_noaptea
287.72,8,19,transfer,01:43:21,C0199,fraudulent,emitere_noaptea;comerciant_risc
63.57,2,9,tichete,01:17:09,C0178,fraudulent,emitere_noaptea
179.85,4,9,numerar,22:04:24,C0107,fraudulent,comerciant_risc
276.01,7,9,numerar,00:59:45,C0065,fraudulent,emitere_noaptea
149.04,3,9,tichete,02:05:35,C0034,fraudulent,emitere_noaptea
166.12,9,9,transfer,04:24:50,C0135,fraudulent,emitere_noaptea
363.65,9,19,numerar,14:32:55,C0070,fraudulent,numerar_prea_mare
53.75,7,19,card,00:19:47,C0173,fraudulent,emitere_noaptea
185.87,5,19,numerar,09:43:49,C0107,fraudulent,comerciant_risc
42.93,4,9,tichete,01:25:45,C0141,fraudulent,emitere_noaptea
144.83,5,19,card,00:41:24,C0089,fraudulent,emitere_noaptea
263.8,7,19,transfer,04:44:15,C0108,fraudulent,emitere_noaptea
193.38,6,9,transfer,09:52:57,C0199,fraudulent,comerciant_risc
91.32,5,19,transfer,18:21:15,C0016,fraudulent,comerciant_risc
120.86,6,19,tichete,12:36:13,C0159,fraudulent,comerciant_risc
365.15,10,19,card,00:28:40,C0023,fraudulent,emitere_noaptea
156.21,9,9,card,03:05:47,C0158,fraudulent,emitere_noaptea
91.18,6,19,numerar,03:21:23,C0153,fraudulent,emitere_noaptea
223.76,5,19,tichete,02:26:21,C0124,fraudulent,emitere_noaptea
172.54,4,9,card,00:10:21,C0109,fraudulent,emitere_noaptea
58.99,3,19,numerar,03:38:37,C0094,fraudulent,emitere_noaptea
617.77,13,19,transfer,03:14:03,C0118,fraudulent,emitere_noaptea
45.82,6,9,numerar,03:50:57,C0044,fraudulent,emitere_noaptea
57.91,4,9,numerar,00:07:56,C0189,fraudulent,emitere_noaptea
386.54,8,19,numerar,19:04:40,C0136,fraudulent,numerar_prea_mare;comerciant_risc
467.05,10,19,numerar,03:03:02,C0048,fraudulent,emitere_noaptea;numerar_prea_mare
129.69,6,19,numerar,02:06:39,C0002,fraudulent,emitere_noaptea
109.54,8,19,tichete,03:50:50,C0158,fraudulent,emitere_noaptea
132.34,3,19,tichete,00:24:53,C0171,fraudulent,emitere_noaptea
140.77,3,19,transfer,00:28:43,C0095,fraudulent,emitere_noaptea
115.54,8,9,tichete,02:01:35,C0094,fraudulent,emitere_noaptea
374.16,8,9,numerar,00:48:12,C0179,fraudulent,emitere_noaptea;numerar_prea_mare
265.02,6,9,transfer,04:59:36,C0007,fraudulent,emitere_noaptea
139.98,6,9,tichete,04:24:04,C0075,fraudulent,emitere_noaptea
311.99,8,19,numerar,23:29:11,C0110,fraudulent,numerar_prea_mare
240.63,5,9,card,04:43:15,C0088,fraudulent,emitere_noaptea
244.24,5,9,tichete,03:27:47,C0183,fraudulent,emitere_noaptea
45.84,5,19,transfer,00:54:58,C0192,fraudulent,emitere_noaptea
316.67,7,9,tichete,01:35:33,C0183,fraudulent,emitere_noaptea
317.4,11,19,tichete,00:45:32,C0028,fraudulent,emitere_noaptea
257.97,6,9,numerar,02:31:51,C0001,fraudulent,emitere_noaptea
123.41,6,19,transfer,02:50:23,C0132,fraudulent,emitere_noaptea;comerciant_risc
118.07,7,9,transfer,03:41:55,C0068,fraudulent,emitere_noaptea
180.76,5,9,transfer,13:04:36,C0154,fraudulent,comerciant_risc
285.13,9,9,tichete,17:22:22,C0136,fraudulent,comerciant_risc
327.63,12,9,tichete,02:50:40,C0025,fraudulent,emitere_noaptea
331.55,8,19,tichete,00:44:50,C0088,fraudulent,emitere_noaptea
155.02,7,9,tichete,13:42:16,C0136,fraudulent,comerciant_risc
308.13,8,19,numerar,16:23:25,C0181,fraudulent,numerar_prea_mare
235.71,10,9,tichete,04:06:44,C0001,fraudulent,emitere_noaptea
249.07,6,19,numerar,01:09:11,C0056,fraudulent,emitere_noaptea
197.35,9,19,tichete,03:07:25,C0110,fraudulent,emitere_noaptea
87.89,5,19,tichete,23:27:18,C0159,fraudulent,comerciant_risc
192.43,5,9,transfer,02:08:54,C0135,fraudulent,emitere_noaptea
59.29,4,9,tichete,04:34:20,C0158,fraudulent,emitere_noaptea
109.27,6,9,tichete,01:31:36,C0199,fraudulent,emitere_noaptea;comerciant_risc
155.81,6,19,transfer,00:35:57,C0177,fraudulent,emitere_noaptea
84.31,7,19,tichete,02:20:26,C0164,fraudulent,emitere_noaptea
412.62,12,9,numerar,11:51:20,C0012,fraudulent,numerar_prea_mare
325.86,8,9,transfer,01:06:43,C0117,fraudulent,emitere_noaptea
241.94,7,19,tichete,12:04:19,C0184,fraudulent,comerciant_risc
370.56,10,9,numerar,04:17:33,C0174,fraudulent,emitere_noaptea;numerar_prea_mare
237.39,5,19,card,00:06:00,C0005,fraudulent,emitere_noaptea
165.63,7,9,card,02:13:39,C0174,fraudulent,emitere_noaptea
247.92,5,19,numerar,03:37:45,C0110,fraudulent,emitere_noaptea
296.75,8,9,card,00:18:43,C0192,fraudulent,emitere_noaptea
356.13,9,9,card,03:53:51,C0163,fraudulent,emitere_noaptea
55.46,7,19,tichete,04:53:57,C0089,fraudulent,emitere_noaptea
232.53,5,9,card,04:24:12,C0017,fraudulent,emitere_noaptea
38.95,2,9,numerar,02:52:09,C0046,fraudulent,emitere_noaptea
6.24,1,19,tichete,04:34:14,C0080,fraudulent,emitere_noaptea
351.23,10,19,numerar,04:32:02,C0072,fraudulent,emitere_noaptea;numerar_prea_mare
128.96,4,9,card,04:37:17,C0175,fraudulent,emitere_noaptea
145.55,5,9,transfer,03:03:11,C0075,fraudulent,emitere_noaptea
319.62,7,9,tichete,04:07:28,C0022,fraudulent,emitere_noaptea
242.24,5,9,card,04:05:55,C0160,fraudulent,emitere_noaptea
10.64,2,19,card,04:58:18,C0146,fraudulent,emitere_noaptea
140.87,5,19,numerar,02:29:02,C0122,fraudulent,emitere_noaptea
36.05,3,9,transfer,03:40:19,C0002,fraudulent,emitere_noaptea
108.66,4,9,transfer,02:27:36,C0023,fraudulent,emitere_noaptea
271.15,6,9,numerar,01:12:11,C0146,fraudulent,emitere_noaptea
134.08,6,9,tichete,01:03:24,C0060,fraudulent,emitere_noaptea
66.49,6,19,transfer,00:40:03,C0176,fraudulent,emitere_noaptea
141.93,4,9,numerar,00:52:05,C0027,fraudulent,emitere_noaptea
199.09,6,9,card,02:50:44,C0153,fraudulent,emitere_noaptea
58.87,9,19,numerar,04:41:56,C0092,fraudulent,emitere_noaptea
191.16,6,9,numerar,12:09:17,C0010,fraudulent,comerciant_risc
139.15,5,19,tichete,02:39:17,C0109,fraudulent,emitere_noaptea
133.61,6,19,tichete,03:41:13,C0195,fraudulent,emitere_noaptea
76.26,4,9,tichete,03:49:31,C0106,fraudulent,emitere_noaptea
38.79,6,19,numerar,08:43:05,C0006,fraudulent,comerciant_risc
86.1,4,19,numerar,02:03:31,C0123,fraudulent,emitere_noaptea
142.07,6,9,numerar,03:41:53,C0085,fraudulent,emitere_noaptea
67.06,3,9,numerar,04:22:10,C0157,fraudulent,emitere_noaptea
55.61,4,9,numerar,01:58:38,C0115,fraudulent,emitere_noaptea
126.73,4,19,transfer,00:49:42,C0010,fraudulent,emitere_noaptea;comerciant_risc
80.68,5,19,tichete,03:51:46,C0031,fraudulent,emitere_noaptea
115.87,3,19,numerar,02:06:59,C0108,fraudulent,emitere_noaptea
92.89,9,19,transfer,01:49:06,C0070,fraudulent,emitere_noaptea
165.15,5,9,card,21:37:27,C0136,fraudulent,comerciant_risc
256.99,6,9,tichete,13:43:50,C0107,fraudulent,comerciant_risc
30.87,2,9,tichete,04:52:20,C0197,fraudulent,emitere_noaptea
65.17,2,19,numerar,02:08:21,C0093,fraudulent,emitere_noaptea
121.75,8,19,numerar,02:34:17,C0040,fraudulent,emitere_noaptea
101.39,4,9,numerar,01:23:44,C0026,fraudulent,emitere_noaptea
204.28,8,19,card,01:06:07,C0003,fraudulent,emitere_noaptea
199.52,4,9,numerar,00:29:22,C0048,fraudulent,emitere_noaptea
186.67,7,9,numerar,03:05:08,C0012,fraudulent,emitere_noaptea
29.38,3,9,card,03:42:06,C0058,fraudulent,emitere_noaptea
414.46,9,9,numerar,21:04:05,C0090,fraudulent,numerar_prea_mare
194.33,7,19,transfer,21:57:48,C0006,fraudulent,comerciant_risc
470.39,12,19,transfer,04:11:19,C0054,fraudulent,emitere_noaptea
65.48,4,19,card,04:02:53,C0138,fraudulent,emitere_noaptea
208.87,10,9,tichete,03:39:20,C0045,fraudulent,emitere_noaptea
59.08,3,9,transfer,05:01:38,C0016,fraudulent,comerciant_risc
105.77,5,19,card,04:35:23,C0174,fraudulent,emitere_noaptea
110.94,7,9,card,01:20:17,C0200,fraudulent,emitere_noaptea
144.9,7,9,card,01:10:39,C0068,fraudulent,emitere_noaptea
223.81,7,19,tichete,05:32:29,C0199,fraudulent,comerciant_risc
46.68,8,9,numerar,21:54:31,C0010,fraudulent,comerciant_risc
186.28,13,9,numerar,03:35:46,C0191,fraudulent,emitere_noaptea
169.27,8,19,card,04:57:06,C0150,fraudulent,emitere_noaptea
150.94,8,19,transfer,21:05:14,C0132,fraudulent,comerciant_risc
52.02,6,19,transfer,00:51:39,C0007,fraudulent,emitere_noaptea
37.21,7,19,numerar,00:49:58,C0161,fraudulent,emitere_noaptea
292.34,7,19,numerar,15:05:19,C0199,fraudulent,comerciant_risc
42.7,2,9,card,04:34:12,C0112,fraudulent,emitere_noaptea
82.56,2,9,card,01:01:20,C0185,fraudulent,emitere_noaptea
378.53,8,9,numerar,00:29:19,C0124,fraudulent,emitere_noaptea;numerar_prea_mare
297.28,9,19,card,02:27:30,C0175,fraudulent,emitere_noaptea
113.85,5,19,card,01:36:08,C0180,fraudulent,emitere_noaptea
167.02,8,19,transfer,00:14:22,C0092,fraudulent,emitere_noaptea
30.01,4,19,card,23:05:21,C0107,fraudulent,comerciant_risc
117.3,5,19,card,02:56:08,C0061,fraudulent,emitere_noaptea
149.33,3,9,tichete,02:21:37,C0032,fraudulent,emitere_noaptea
157.29,8,9,numerar,04:11:18,C0112,fraudulent,emitere_noaptea
70.45,7,19,transfer,01:59:59,C0176,fraudulent,emitere_noaptea
243.5,5,19,transfer,00:41:44,C0119,fraudulent,emitere_noaptea
144.61,5,9,tichete,20:40:02,C0107,fraudulent,comerciant_risc
58.6,6,9,transfer,00:35:24,C0056,fraudulent,emitere_noaptea
118.2,3,9,card,00:27:24,C0020,fraudulent,emitere_noaptea
101.18,3,19,transfer,01:18:52,C0022,fraudulent,emitere_noaptea
119.17,4,19,transfer,03:05:19,C0122,fraudulent,emitere_noaptea
198.47,4,9,card,01:03:07,C0175,fraudulent,emitere_noaptea
307.58,9,9,numerar,01:13:52,C0049,fraudulent,emitere_noaptea;numerar_prea_mare
310.31,9,19,numerar,17:41:01,C0002,fraudulent,numerar_prea_mare
66.0,3,19,tichete,02:08:54,C0039,fraudulent,emitere_noaptea
136.32,5,9,tichete,04:07:38,C0021,fraudulent,emitere_noaptea
301.07,7,9,numerar,08:22:47,C0044,fraudulent,numerar_prea_mare
237.7,5,19,card,03:36:04,C0168,fraudulent,emitere_noaptea
160.89,6,19,transfer,01:05:22,C0026,fraudulent,emitere_noaptea
46.54,5,9,card,01:44:19,C0002,fraudulent,emitere_noaptea
387.56,9,9,numerar,20:05:16,C0080,fraudulent,numerar_prea_mare
324.99,8,9,tichete,01:06:09,C0194,fraudulent,emitere_noaptea
290.07,6,19,card,01:38:16,C0187,fraudulent,emitere_noaptea
168.68,4,9,tichete,00:57:25,C0031,fraudulent,emitere_noaptea
62.55,2,19,numerar,23:59:26,C0154,fraudulent,comerciant_risc
181.51,5,9,card,04:34:45,C0006,fraudulent,emitere_noaptea;comerciant_risc
125.96,5,19,tichete,11:54:53,C0016,fraudulent,comerciant_risc
200.56,5,9,numerar,02:48:03,C0112,fraudulent,emitere_noaptea
113.71,9,19,numerar,03:44:41,C0195,fraudulent,emitere_noaptea
332.83,7,19,numerar,15:57:10,C0038,fraudulent,numerar_prea_mare
276.18,8,9,numerar,01:52:00,C0162,fraudulent,emitere_noaptea
164.54,6,9,tichete,03:57:39,C0073,fraudulent,emitere_noaptea
302.55,8,19,transfer,03:45:01,C0008,fraudulent,emitere_noaptea
42.07,2,19,tichete,16:52:06,C0016,fraudulent,comerciant_risc
74.89,4,9,tichete,03:16:11,C0119,fraudulent,emitere_noaptea
28.52,5,19,card,03:27:43,C0110,fraudulent,emitere_noaptea
258.43,8,9,tichete,04:49:16,C0072,fraudulent,emitere_noaptea
437.55,9,9,numerar,19:10:55,C0032,fraudulent,numerar_prea_mare
572.92,14,19,numerar,11:03:11,C0064,fraudulent,numerar_prea_mare
133.22,5,9,transfer,02:32:07,C0126,fraudulent,emitere_noaptea
60.39,3,19,tichete,00:09:08,C0138,fraudulent,emitere_noaptea
107.49,10,19,numerar,01:48:07,C0081,fraudulent,emitere_noaptea
80.11,8,19,transfer,07:33:16,C0132,fraudulent,comerciant_risc
78.95,8,9,numerar,01:07:40,C0031,fraudulent,emitere_noaptea
57.28,10,19,numerar,00:40:36,C0006,fraudulent,emitere_noaptea;comerciant_risc
230.25,8,19,numerar,03:59:07,C0106,fraudulent,emitere_noaptea
176.53,9,9,card,12:31:03,C0199,fraudulent,comerciant_risc
77.04,2,9,numerar,01:45:31,C0194,fraudulent,emitere_noaptea
21.89,3,19,card,00:53:33,C0161,fraudulent,emitere_noaptea
176.12,6,19,numerar,01:09:19,C0083,fraudulent,emitere_noaptea
243.77,5,19,card,00:37:05,C0006,fraudulent,emitere_noaptea;comerciant_risc
236.13,7,19,tichete,02:05:38,C0100,fraudulent,emitere_noaptea
97.81,3,9,numerar,02:51:07,C0102,fraudulent,emitere_noaptea
80.29,9,19,card,03:30:49,C0164,fraudulent,emitere_noaptea
105.97,5,19,card,04:50:37,C0107,fraudulent,emitere_noaptea;comerciant_risc
107.76,5,9,numerar,00:00:08,C0009,fraudulent,emitere_noaptea
114.09,6,19,tichete,02:03:11,C0032,fraudulent,emitere_noaptea
66.85,3,9,tichete,04:33:23,C0087,fraudulent,emitere_noaptea
267.85,6,19,tichete,03:46:08,C0061,fraudulent,emitere_noaptea
273.57,6,19,card,00:21:30,C0036,fraudulent,emitere_noaptea
225.55,6,9,numerar,04:02:59,C0144,fraudulent,emitere_noaptea
162.68,6,9,transfer,02:07:33,C0084,fraudulent,emitere_noaptea
274.97,8,19,transfer,09:09:32,C0016,fraudulent,comerciant_risc
220.55,5,9,card,22:47:52,C0154,fraudulent,comerciant_risc
58.44,5,19,transfer,00:52:01,C0100,fraudulent,emitere_noaptea
292.29,8,9,card,03:39:27,C0163,fraudulent,emitere_noaptea
18.24,3,19,card,04:26:28,C0083,fraudulent,emitere_noaptea
201.74,8,9,transfer,01:16:06,C0124,fraudulent,emitere_noaptea
131.7,4,19,numerar,07:39:14,C0184,fraudulent,comerciant_risc
56.29,5,19,numerar,00:16:19,C0075,fraudulent,emitere_noaptea
209.25,7,9,numerar,04:51:43,C0072,fraudulent,emitere_noaptea
393.5,8,19,card,02:03:31,C0171,fraudulent,emitere_noaptea
332.26,8,19,transfer,03:19:16,C0172,fraudulent,emitere_noaptea
181.13,7,9,card,04:51:26,C0131,fraudulent,emitere_noaptea
171.81,5,9,numerar,02:54:35,C0125,fraudulent,emitere_noaptea
114.93,4,19,transfer,04:35:06,C0151,fraudulent,emitere_noaptea
70.55,4,19,tichete,00:43:26,C0004,fraudulent,emitere_noaptea
45.44,9,19,tichete,03:02:14,C0101,fraudulent,emitere_noaptea
239.44,5,19,numerar,03:22:44,C0077,fraudulent,emitere_noaptea
333.51,8,9,numerar,19:07:02,C0074,fraudulent,numerar_prea_mare
198.28,7,19,card,01:21:04,C0084,fraudulent,emitere_noaptea
233.52,6,9,tichete,16:04:35,C0154,fraudulent,comerciant_risc
292.88,7,19,tichete,03:09:22,C0117,fraudulent,emitere_noaptea
72.68,2,9,tichete,03:34:25,C0073,fraudulent,emitere_noaptea
85.4,7,9,tichete,00:29:35,C0060,fraudulent,emitere_noaptea
119.75,3,9,tichete,04:41:26,C0001,fraudulent,emitere_noaptea
228.81,6,19,card,01:12:08,C0109,fraudulent,emitere_noaptea
465.32,12,19,transfer,17:36:21,C0016,fraudulent,comerciant_risc
446.18,9,19,numerar,10:56:07,C0071,fraudulent,numerar_prea_mare
44.11,4,9,transfer,02:52:37,C0018,fraudulent,emitere_noaptea
80.68,7,9,transfer,00:29:24,C0009,fraudulent,emitere_noaptea
48.38,6,19,card,07:15:54,C0159,fraudulent,comerciant_risc
43.55,8,9,tichete,02:01:15,C0065,fraudulent,emitere_noaptea
78.96,6,9,transfer,03:31:32,C0160,fraudulent,emitere_noaptea
77.87,3,9,numerar,04:59:49,C0028,fraudulent,emitere_noaptea
98.89,10,19,card,11:40:54,C0016,fraudulent,comerciant_risc
208.23,5,9,tichete,01:03:19,C0185,fraudulent,emitere_noaptea
380.14,9,19,numerar,07:56:41,C0194,fraudulent,numerar_prea_mare
56.81,8,19,tichete,01:22:08,C0169,fraudulent,emitere_noaptea
246.26,5,19,numerar,16:48:44,C0107,fraudulent,comerciant_risc
136.43,7,19,numerar,02:24:37,C0073,fraudulent,emitere_noaptea
40.15,3,9,tichete,05:58:38,C0016,fraudulent,comerciant_risc
209.02,6,9,card,02:34:24,C0033,fraudulent,emitere_noaptea
214.09,8,9,tichete,02:15:59,C0099,fraudulent,emitere_noaptea
393.18,9,19,tichete,04:42:57,C0127,fraudulent,emitere_noaptea
208.71,6,19,transfer,01:07:37,C0039,fraudulent,emitere_noaptea
24.13,3,9,transfer,17:14:11,C0010,fraudulent,comerciant_risc
213.0,7,9,numerar,19:25:28,C0006,fraudulent,comerciant_risc
183.13,6,19,card,11:24:09,C0107,fraudulent,comerciant_risc
374.61,9,19,numerar,15:47:15,C0045,fraudulent,numerar_prea_mare
121.93,5,9,card,03:05:44,C0067,fraudulent,emitere_noaptea
175.19,5,9,transfer,02:42:01,C0054,fraudulent,emitere_noaptea
259.58,6,9,card,00:07:06,C0019,fraudulent,emitere_noaptea
152.47,8,9,card,02:11:10,C0133,fraudulent,emitere_noaptea
44.37,7,9,tichete,02:30:46,C0133,fraudulent,emitere_noaptea
165.61,6,9,card,04:14:17,C0184,fraudulent,emitere_noaptea;comerciant_risc
393.72,9,19,numerar,17:49:09,C0029,fraudulent,numerar_prea_mare
415.96,9,19,numerar,20:11:11,C0072,fraudulent,numerar_prea_mare
53.77,7,19,numerar,03:32:37,C0060,fraudulent,emitere_noaptea
84.15,3,9,transfer,02:04:40,C0100,fraudulent,emitere_noaptea
227.82,8,9,card,01:44:45,C0135,fraudulent,emitere_noaptea
138.83,7,9,transfer,03:30:40,C0107,fraudulent,emitere_noaptea;comerciant_risc
37.23,2,9,card,14:23:51,C0006,fraudulent,comerciant_risc
193.87,6,9,numerar,01:23:25,C0113,fraudulent,emitere_noaptea
246.85,5,9,card,04:15:28,C0071,fraudulent,emitere_noaptea
118.63,8,19,numerar,04:12:22,C0068,fraudulent,emitere_noaptea
69.89,5,9,card,03:52:59,C0096,fraudulent,emitere_noaptea
62.26,4,19,card,01:27:33,C0197,fraudulent,emitere_noaptea
301.32,8,19,card,02:58:20,C0102,fraudulent,emitere_noaptea
241.01,8,19,numerar,00:00:30,C0051,fraudulent,emitere_noaptea
206.61,5,9,card,08:15:47,C0159,fraudulent,comerciant_risc
275.21,9,9,numerar,04:59:17,C0069,fraudulent,emitere_noaptea
16.63,3,19,card,02:54:26,C0040,fraudulent,emitere_noaptea
164.27,5,9,tichete,03:12:10,C0161,fraudulent,emitere_noaptea
115.79,4,19,transfer,00:50:33,C0031,fraudulent,emitere_noaptea
188.11,7,19,transfer,01:45:09,C0115,fraudulent,emitere_noaptea
189.65,10,9,transfer,09:47:27,C0159,fraudulent,comerciant_risc
341.13,7,9,numerar,16:21:43,C0153,fraudulent,numerar_prea_mare
197.46,4,19,transfer,23:41:27,C0132,fraudulent,comerciant_risc
283.94,9,19,transfer,00:13:16,C0139,fraudulent,emitere_noaptea
164.97,5,9,card,01:58:34,C0189,fraudulent,emitere_noaptea
224.5,9,19,numerar,00:04:08,C0002,fraudulent,emitere_noaptea
173.01,4,19,card,02:02:12,C0023,fraudulent,emitere_noaptea
108.64,5,19,card,01:21:53,C0190,fraudulent,emitere_noaptea
66.41,5,19,transfer,03:48:38,C0148,fraudulent,emitere_noaptea
61.5,4,19,card,01:08:21,C0080,fraudulent,emitere_noaptea
381.08,8,19,card,04:36:52,C0194,fraudulent,emitere_noaptea
317.25,8,19,numerar,00:13:11,C0157,fraudulent,emitere_noaptea;numerar_prea_mare
117.91,11,19,transfer,20:21:00,C0132,fraudulent,comerciant_risc
74.23,5,19,tichete,04:32:01,C0168,fraudulent,emitere_noaptea
135.53,3,19,numerar,17:04:58,C0006,fraudulent,comerciant_risc
83.26,3,19,card,01:12:30,C0104,fraudulent,emitere_noaptea
136.91,5,9,card,14:06:57,C0184,fraudulent,comerciant_risc
19.48,3,19,numerar,00:32:11,C0065,fraudulent,emitere_noaptea
95.42,5,9,tichete,04:33:36,C0136,fraudulent,emitere_noaptea;comerciant_risc
153.68,4,19,numerar,00:28:22,C0172,fraudulent,emitere_noaptea
271.75,7,19,tichete,03:27:58,C0124,fraudulent,emitere_noaptea
145.57,3,9,tichete,15:21:41,C0159,fraudulent,comerciant_risc
122.82,3,9,tichete,02:30:54,C0175,fraudulent,emitere_noaptea
198.89,6,19,card,00:02:57,C0012,fraudulent,emitere_noaptea
74.4,4,19,card,03:37:32,C0039,fraudulent,emitere_noaptea
41.72,4,19,card,00:38:10,C0166,fraudulent,emitere_noaptea
317.99,8,19,numerar,04:43:09,C0115,fraudulent,emitere_noaptea;numerar_prea_mare
302.23,7,19,card,04:10:37,C0029,fraudulent,emitere_noaptea
167.15,5,9,tichete,03:37:26,C0017,fraudulent,emitere_noaptea
131.36,3,19,numerar,03:35:00,C0129,fraudulent,emitere_noaptea
44.1,6,9,tichete,02:26:24,C0031,fraudulent,emitere_noaptea
79.48,3,19,card,01:42:53,C0035,fraudulent,emitere_noaptea
199.61,7,19,tichete,02:50:24,C0077,fraudulent,emitere_noaptea
96.85,6,9,transfer,15:39:20,C0016,fraudulent,comerciant_risc
320.12,10,19,numerar,06:08:18,C0085,fraudulent,numerar_prea_mare
76.32,6,9,numerar,00:25:24,C0067,fraudulent,emitere_noaptea
131.39,8,19,tichete,04:46:28,C0072,fraudulent,emitere_noaptea
88.33,9,19,tichete,03:58:56,C0096,fraudulent,emitere_noaptea
75.88,6,19,transfer,10:50:00,C0016,fraudulent,comerciant_risc
392.51,10,19,numerar,02:13:42,C0171,fraudulent,emitere_noaptea;numerar_prea_mare
198.05,4,19,tichete,21:32:05,C0159,fraudulent,comerciant_risc
370.94,8,19,numerar,17:54:36,C0005,fraudulent,numerar_prea_mare
206.66,10,19,transfer,10:39:11,C0132,fraudulent,comerciant_risc
90.99,2,19,transfer,00:59:48,C0190,fraudulent,emitere_noaptea
63.06,5,19,numerar,02:49:35,C0049,fraudulent,emitere_noaptea
96.59,8,9,numerar,04:45:54,C0004,fraudulent,emitere_noaptea
211.72,6,19,card,02:14:33,C0035,fraudulent,emitere_noaptea
101.84,3,19,numerar,04:04:44,C0133,fraudulent,emitere_noaptea
52.68,7,19,numerar,03:25:41,C0029,fraudulent,emitere_noaptea
138.81,6,9,transfer,00:29:10,C0060,fraudulent,emitere_noaptea
142.85,6,19,transfer,01:42:09,C0128,fraudulent,emitere_noaptea
330.3,7,9,numerar,03:27:08,C0013,fraudulent,emitere_noaptea;numerar_prea_mare
176.04,4,19,tichete,00:14:06,C0007,fraudulent,emitere_noaptea
215.14,5,19,transfer,01:09:46,C0057,fraudulent,emitere_noaptea
126.36,7,9,numerar,01:57:12,C0046,fraudulent,emitere_noaptea
389.04,8,9,card,03:36:16,C0132,fraudulent,emitere_noaptea;comerciant_risc
27.39,3,19,card,02:55:08,C0171,fraudulent,emitere_noaptea
70.97,3,19,card,03:56:29,C0053,fraudulent,emitere_noaptea
351.19,8,19,numerar,06:10:50,C0004,fraudulent,numerar_prea_mare
276.2,6,9,transfer,03:50:24,C0122,fraudulent,emitere_noaptea
83.98,5,19,numerar,08:02:56,C0016,fraudulent,comerciant_risc
237.91,6,9,transfer,00:55:29,C0101,fraudulent,emitere_noaptea
205.5,9,19,tichete,01:36:16,C0002,fraudulent,emitere_noaptea
242.86,5,19,transfer,04:44:04,C0170,fraudulent,emitere_noaptea
91.34,6,19,tichete,00:33:39,C0067,fraudulent,emitere_noaptea
187.59,6,9,card,03:46:53,C0043,fraudulent,emitere_noaptea
162.11,7,19,card,03:28:49,C0094,fraudulent,emitere_noaptea
75.62,4,19,tichete,01:31:55,C0176,fraudulent,emitere_noaptea
89.75,8,19,transfer,04:18:00,C0089,fraudulent,emitere_noaptea
118.06,7,9,card,20:44:09,C0154,fraudulent,comerciant_risc
256.3,7,9,numerar,01:44:05,C0044,fraudulent,emitere_noaptea
375.55,9,9,numerar,13:55:20,C0171,fraudulent,numerar_prea_mare
58.31,4,19,tichete,04:25:37,C0197,fraudulent,emitere_noaptea
338.69,7,9,card,02:21:59,C0050,fraudulent,emitere_noaptea
162.59,4,9,tichete,01:34:38,C0038,fraudulent,emitere_noaptea
81.71,3,9,card,04:32:52,C0025,fraudulent,emitere_noaptea
62.19,4,9,card,02:54:26,C0026,fraudulent,emitere_noaptea
85.71,6,19,tichete,01:20:41,C0039,fraudulent,emitere_noaptea
353.82,8,9,tichete,09:26:29,C0132,fraudulent,comerciant_risc
29.66,1,19,card,03:00:48,C0093,fraudulent,emitere_noaptea
163.98,6,9,transfer,03:20:18,C0153,fraudulent,emitere_noaptea
47.79,1,19,card,03:05:54,C0056,fraudulent,emitere_noaptea
70.66,5,19,transfer,02:20:03,C0168,fraudulent,emitere_noaptea
125.02,8,19,tichete,03:14:43,C0099,fraudulent,emitere_noaptea
111.47,7,19,tichete,02:30:09,C0111,fraudulent,emitere_noaptea
40.92,3,9,tichete,00:24:35,C0146,fraudulent,emitere_noaptea
165.52,9,19,tichete,01:18:54,C0169,fraudulent,emitere_noaptea
101.26,3,9,tichete,04:30:31,C0073,fraudulent,emitere_noaptea
32.14,5,9,tichete,04:50:09,C0019,fraudulent,emitere_noaptea
196.91,4,19,tichete,23:22:43,C0159,fraudulent,comerciant_risc
278.74,8,9,tichete,03:24:03,C0123,fraudulent,emitere_noaptea
205.8,5,9,tichete,00:13:52,C0096,fraudulent,emitere_noaptea
341.64,7,19,transfer,00:03:44,C0173,fraudulent,emitere_noaptea
55.38,3,9,tichete,03:02:14,C0163,fraudulent,emitere_noaptea
36.26,2,9,numerar,22:06:17,C0132,fraudulent,comerciant_risc
119.15,8,19,numerar,10:47:38,C0184,fraudulent,comerciant_risc
310.87,8,9,numerar,11:49:40,C0016,fraudulent,numerar_prea_mare;comerciant_risc
267.3,7,19,numerar,03:06:12,C0129,fraudulent,emitere_noaptea
220.11,5,9,transfer,00:11:28,C0086,fraudulent,emitere_noaptea
62.24,3,19,numerar,08:27:35,C0016,fraudulent,comerciant_risc
101.49,3,19,transfer,06:54:18,C0184,fraudulent,comerciant_risc
62.51,5,9,numerar,09:16:27,C0107,fraudulent,comerciant_risc
90.61,2,19,transfer,04:19:13,C0168,fraudulent,emitere_noaptea
84.93,7,9,tichete,02:14:40,C0127,fraudulent,emitere_noaptea
387.38,10,19,numerar,06:57:42,C0098,fraudulent,numerar_prea_mare
78.65,8,19,numerar,02:39:04,C0018,fraudulent,emitere_noaptea
108.77,3,19,tichete,20:08:49,C0199,fraudulent,comerciant_risc
